text,label
Kemenkominfo: Pemerintah Tidak Bisa Ikut Campur ke Dalam Sistem Platform Digital,0
"Prakiraan Cuaca BMKG 33 Kota di Indonesia Sabtu, 30 Mei 2020: Jakarta Pusat Potensi Hujan Ringan",0
"Terungkap Keseharian Penyebar Video Syur Mirip Syahrini di Kediri, Penangkapannya Buat Warga Kaget",2
Mercedes-Benz Luncurkan E-Class Facelift,0
"Sebelum Syahrii, Gisel Hingga Aura Kasih Pernah Tersandung Gosip Video Syur",0
"Resep Nasi Goreng Ikan Asin Ini Bisa Dibuat dalam 30 Menit Saja, Tapi Enaknya Gak Main-main!",2
"Ditengah Pandemi Covid-19 dan Dalam Suasana Lebaran, Kota Samarinda…",0
Artis Irwansyah Jadi Saksi Sidang Lanjutan Wawan,0
Bea Cukai Banyuwangi Gagalkan Puluhan Ribu Rokok Ilegal Melintas ke Pulau Bali,0
"Bikin Camilan Spesial tapi Mudah dengan Resep Kroket Jamur ini, Yuk! Pasti Disuka",2
"Berakhir Hari Ini, Berikut Cara Mengisi Sensus Penduduk Online 2020 di sensus.bps.go.id",2
"Dari Sembako Hingga Laptop, Ini Donasi Bea Cukai untuk Warga Terdampak Covid-19",2
"Mengenal Ustaz Das'ad Latif, Dulu Dihina Senior karena Selalu Pakai Baju Bekas",0
Ini Pertimbangan Kemendikbud Mulai Tahun Ajaran Baru pada 13 Juli 2020,1
Presiden Minta Kementerian Terkait Pilah Usulan 245 Proyek Strategis Nasional,0
"Ada Isu Pabrik Mau Tutup, Pekerja Nissan Di Barcelona Demo Besar-besaran",0
Pelatih Persib Sebut Keuntungan Lanjutkan Liga Bisa Siapkan Indonesia di Ajang Piala Dunia U-20 2021,0
Cerita Suka Duka Perawat Pasien Covid-19 RS Kasih Ibu Surakarta,0
Jawa Barat akan Terapkan New Normal Mulai 1 Juni 2020 untuk Wilayah Zona Biru dan Hijau Covid-19,0
Virus Corona,0
Pembagian Ratusan Paket Sembako TMP Ciamis Bikin Warga Terharu,2
Bea Cukai Maumere Pantau Geliat Ekspor Wilayah Flores di Tengah Pandemi,0
"Sosok Ruslan Buton, Pecatan TNI yang Ditangkap karena Bikin Surat Terbuka untuk Jokowi",0
"Arogan, Oknum Polisi Ngamuk Lalu Kabur Saat Akan Diperiksa di Cek Poin, Kapolda Jabar pun Minta Maaf",0
"Mahasiswi Makassar Terancam Hukuman Mati di Nunukan, Ini Kasus yang Menjeratnya",2
"5 Negara yang Miliki Tradisi Lebaran Super Unik, Pesta Gula Selama 3 Hari Penuh hingga Makan Biskuit",2
"Berpenampilan Layaknya Jemaah, Pria Berusia 29 Tahun Curi Handphone di Masjid Istiqlal",0
Tahun Ajaran Baru Dimulai Juli Dengan Situasi Pandemi,0
10 Maskapai Penerbangan di Dunia  yang Paling Terpukul karena Pandemi Virus Corona,2
Siap Nego Nih Motor Yamaha Scorpio Z Bekas!,2
"Sepeda Balap Murah dari United, Bekas Cuma Rp 5 Jutaan Nego!",2
"Promo HP Oppo A92 Bekas, Ram 8GB 128GB Cuma Rp 3 Jutaan Nego!",2
FS  Sepeda TANDEM Made In Japan Original,0
"Cegah Covid-19 Saat New Normal, Komisi VIII DPR Minta Pesantren Tak Terima Orang Luar",0
"Fakta Unik Niihau, Pulau Pribadi di Hawaii yang Terlarang Dikunjungi Turis",0
"Ramalan Zodiak Cinta Sabtu, 30 Mei 2020: Virgo Ahli Berpura-pura, Hubungan Pisces Tidak Aman",0
Penyekatan Arus Balik ke Jakarta,0
Ilustrator Buku Anak Lintang Pandu Pratiwi,0
Bos UFC Tolak Wacana Duel Kamaru Usman Kontra Conor McGregor,0
"Tahun Ajaran Baru Dipastikan Mulai Bulan Juli, Plt Dirjen Kemendikbud: Bedakan dengan KBM Tatap Muka",0
Jumlah Warga Jepang yang Memilih Jalan-jalan di Dalam Negeri Naik dari 40 Persen Menjadi 71 Persen,0
"Video Syur Mirip Syahrini Disebar dengan Libatkan Banyak Orang, Aisyahrani: Ini Konspirasi Lagi Hits",2
"Klaim Token Listrik Gratis PLN Login www.pln.co.id atau WA ke 08122123123, Simak Caranya di Sini!",2
"Ruben Onsu Beri Pesan Mendalam Jika Dirinya Tiada, Titip Hal Penting Ini ke Betrand Peto",2
Masjid Agung Al-Berkah Kota Bekasi Gelar Salat Jumat dengan Protokol Kesehatan,0
Presiden UFC: Sesuatu yang Besar akan Datang Bersama Mike Tyson,0
Fabiano Beltrame Rindukan Suasana Ruang Ganti Persib Bandung,0
POPULER SELEB: Kasus Video Syur Mirip Syahrini & Ruben Terancam Kehilangan Betrand Peto 3 Tahun Lagi,2
"HARI TERAKHIR Pengisian Sensus Penduduk Online 2020 via sensus.bps.go.id, Simak Tutorialnya Gampang!",2
"Liga Italia Resmi Dilanjutkan, Cristiano Ronaldo Bisa Jadi Pemain Langka",0
"Duel Berdarah Pengendara Motor dan Orang Stres, Sama-sama Pakai Senjata Tajam, Sama-sama Tewas",0
"Mana yang Harus Diutamakan, Puasa Syawal atau Utang Puasa Ramadhan? Berikut Penjelasannya",2
Ekspor Benih Lobster Bantu Perekonomian Nelayan di Masa Darurat Covid-19,0
Risma Akhirnya Terapkan 2 Skenario Besar Usir Corona Dari Surabaya,1
"Tanggapi Rencana New Normal, Bek Asing Persib Bandung Percaya Pemerintah Indonesia",0
"Puasa Syawal 6 Hari Punya Manfaat Bagi Tubuh, Emosi bahkan Bersihkan Jiwamu, Ini Ketentuan & Niatnya",2
"Ramalan Zodiak Hari Ini: Gemini Tingkatkan Konsentrasi, Libra Berpikir Kritis",0
"Setiap 1 Bayi Lahir Desa Ini Tanam 111 Pohon, Hasilnya Hutan Menakjubkan Ini",2
"Rapper Syuting Video Klip dengan 70 Model Seksi, Berujung Dibubarkan Polisi",1
5 Fakta Pasangan Transgender yang Punya Anak dari Rahim Suami,2
Mengenal Karakter Pengguna Tinder Indonesia Berdasarkan Zodiaknya,0
Foto: Mengintip Kehidupan Glamour Model Sebelum Jadi Tukang Petik Sayur,2
"Sempat Minder karena Payudara 34KK, Anasthasia Kini PD Jadi Model Lingerie",0
"Remehkan Corona, Walikota Ini Mabuk dan Pura-pura Mati Demi Hindari Polisi",2
"Foto: 10 Kenyataan Mengejutkan di Balik Foto Kece Selebgram, Bikin Ngakak",2
Aktor 73 Tahun Curhat Susahnya Homeschooling Anaknya yang Masih Remaja,0
"Kisah Wanita yang Mengira Sakit Ginjal, Masuk RS Malah Melahirkan",0
Tips Anak-anak Aman Jika Sekolah Lagi di Masa New Normal,1
Foto Perawat dan Anaknya Lepas Rindu Hanya Lewat Jendela Ini Bikin Terenyuh,2
Derita Siswa SMA yang Diserang Haters karena Mirip Aktor Park Bo Gum,1
Resep Beef Teriyaki Rumahan Seenak Restoran Jepang ala William Gozali,0
"Putri Monako Diam-diam Nikahi Pemain Akrobat, Nyaris Tak Dapat Warisan",0
"Rayakan Ultah, Yoona SNSD Tarikan Lagu BTS, EXO, NCT 127 dan SEVENTEEN",0
Produk Favorit FD Babes di Bulan Mei!! | FD Babes,2
"Lupakan Harga Diri, Model Cantik Alih Profesi Jadi Tukang Petik Sayur",1
"Transformasi Park Jihoon, Mantan Aktor Cilik yang Dulu Imut Sekarang Manly",2
"Siap-siap New Normal, Ini Alat Pelindung Diri untuk Dipakai Pergi ke Kantor",2
Selebgram Nekat Tato Wajahnya Demi Tampil Seperti Filter di Instagram,0
5 Bahan Aktif dalam Produk Skincare yang Ampuh Menghilangkan Jerawat,1
Curhat Istri Ingin Cerai Setelah Mertua Beli Rumah Buat Jadi Tetangganya,1
